Datetime,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S5(O3),T,RH,AH
2004-06-23 02:00:00,808.5,665.75,1093.0,55.0,713.5,21.800000190735,47.25,1.2188787638730756
2004-06-23 03:00:00,777.25,609.25,1169.5,,644.0,21.699999809265,47.324999809265,1.2134639314931341
2004-06-23 04:00:00,768.0,590.75,1182.5,37.0,605.75,20.800000190735,50.27499961853,1.2206919351458607
2004-06-23 05:00:00,768.0,597.0,1154.5,40.0,605.5,21.724999904633,46.849998474121,1.2030996784662897
2004-06-23 06:00:00,917.0,842.25,933.75,51.0,818.5,20.349999904633,52.349999427795,1.2367304363603722
2004-06-23 07:00:00,1252.25,1380.25,579.25,117.0,1462.0,20.474999904633,52.300000190735,1.2449962907370484
2004-06-23 08:00:00,1224.0,1267.5,605.0,110.0,1478.25,21.650000095367,49.574999809265,1.2673223504172346
2004-06-23 09:00:00,1276.5,1300.0,607.75,136.0,1597.75,24.000000476837,43.074999809265,1.2677417906929267
2004-06-23 10:00:00,1149.25,1191.75,671.5,152.0,1449.25,28.5,31.699999332428,1.21439060574989
2004-06-23 11:00:00,1090.5,1082.0,745.5,119.0,1221.25,32.224999904633,25.099999904633,1.1890338245540146
2004-06-23 12:00:00,1052.75,1086.75,763.25,106.0,1023.25,34.949999809265,20.450000286102,1.1278847216025414
2004-06-23 13:00:00,1022.75,1041.5,795.5,101.0,909.5,35.375,19.875,1.1222117889059453
2004-06-23 14:00:00,1084.75,1074.75,766.75,110.0,912.5,34.400000572205,22.52499961853,1.2050335979301452
2004-06-23 15:00:00,1115.75,1119.5,724.25,124.0,1035.25,34.824999809265,22.800000190735,1.2488261353034975
2004-06-23 16:00:00,1111.0,1130.5,734.5,137.0,1085.25,34.324999809265,22.35000038147,1.1907022019935007
2004-06-23 17:00:00,1210.25,1316.0,644.5,159.0,1278.0,32.525000572205,25.250000476837,1.2164976442460989
2004-06-23 18:00:00,1249.5,1339.0,615.5,152.0,1383.25,31.275000095367,27.250000476837,1.223438011151162
2004-06-23 19:00:00,1296.5,1408.0,595.0,166.0,1473.25,30.150000095367,29.02499961853,1.2223644269433187
2004-06-23 20:00:00,1313.25,1345.25,603.25,163.0,1507.25,28.52499961853,33.300000190735,1.2775264555679728
2004-06-23 21:00:00,1145.75,1083.75,712.75,121.0,1215.0,27.299999713898,35.275000572205,1.2605789319648062
2004-06-23 22:00:00,1198.75,1152.0,685.0,125.0,1241.75,26.074999809265,37.799999237061,1.2575337738430126
2004-06-23 23:00:00,1274.25,1196.5,625.75,120.0,1356.25,24.650000572205,47.074999809265,1.43995106895434
2004-06-24 00:00:00,1242.5,1072.0,674.5,103.0,1194.5,23.599999427795,59.824999809265,1.7192651348278645
2004-06-24 01:00:00,1054.0,923.0,783.25,64.0,899.0,23.275000095367,60.52499961853,1.7059598309438724
2004-06-24 02:00:00,962.25,777.5,929.25,44.0,726.0,23.299999713898,59.35000038147,1.6753422627600987
2004-06-24 03:00:00,914.75,690.0,982.5,,742.75,22.900000095367,57.700000762939,1.5902460652180086
2004-06-24 04:00:00,870.5,639.25,1062.25,35.0,683.5,23.699999809265,53.47500038147,1.5459658916182604
2004-06-24 05:00:00,876.75,657.75,1047.25,46.0,778.5,21.150000572205,60.85000038147,1.5091818846140457
2004-06-24 06:00:00,893.25,696.0,1008.0,54.0,801.25,22.14999961853,56.175000190735,1.4800156203453578
2004-06-24 07:00:00,1030.0,851.0,824.0,68.0,983.0,21.85000038147,56.97500038147,1.4741904404656192
2004-06-24 08:00:00,1059.0,925.5,783.0,77.0,988.75,24.675000190735,45.89999961853,1.4060893600399396
2004-06-24 09:00:00,1019.5,859.5,863.75,74.0,875.0,26.950000286102,40.799999237061,1.4285994226379837
2004-06-24 10:00:00,1044.5,840.0,878.5,92.0,806.5,29.125,37.35000038147,1.4832757743116256
2004-06-24 11:00:00,1029.0,865.75,873.75,83.0,726.5,31.050000190735,32.374999046326,1.4351069808191048
2004-06-24 12:00:00,959.0,763.0,976.0,58.0,549.25,31.924999713898,30.324999809265,1.4124643447091354
2004-06-24 13:00:00,974.75,798.0,938.5,55.0,570.25,32.775001525879,28.900000095367,1.4120321207064759
2004-06-24 14:00:00,988.0,813.25,927.25,61.0,596.0,33.449999809265,27.824999809265,1.4118664084488213
2004-06-24 15:00:00,971.0,818.25,941.5,65.0,584.75,35.324999809265,23.674999713898,1.3330902826386268
2004-06-24 16:00:00,999.0,899.0,869.0,74.0,637.0,35.77499961853,22.375000476837,1.2915213826064091
2004-06-24 17:00:00,988.5,889.25,888.75,89.0,663.5,35.25,20.800000190735,1.1663665021166643
2004-06-24 18:00:00,1075.0,1019.5,802.25,103.0,796.5,33.349999904633,23.949999809265,1.2084735402966393
2004-06-24 19:00:00,1190.0,1177.0,694.66666666667,128.0,1045.6666666667,30.266666412354,30.766667048136,1.3043679416903908
2004-06-24 20:00:00,1172.25,1107.5,705.5,122.0,1058.25,28.324999809265,34.5,1.308367098203305
2004-06-24 21:00:00,1255.5,1339.75,594.0,125.0,1213.75,27.10000038147,38.949998855591,1.375796866049793
2004-06-24 22:00:00,1189.75,1202.75,658.25,119.0,1055.75,25.400000572205,43.175000190735,1.38047378798303
2004-06-24 23:00:00,1249.25,1310.25,601.25,126.0,1280.0,24.550000190735,45.27499961853,1.3767129710806012
2004-06-25 00:00:00,1072.0,1120.0,710.75,100.0,1044.75,23.749999523163,46.02499961853,1.3345557449093086
2004-06-25 01:00:00,1035.0,1011.25,750.0,94.0,1038.5,23.0,48.050000190735,1.33224198167963
2004-06-25 02:00:00,838.75,689.75,1029.75,52.0,640.0,24.775000095367,43.374999046326,1.3366263086977035
2004-06-25 03:00:00,833.25,670.75,1060.75,,704.5,23.075000286102,47.424999237061,1.3208296760766385
2004-06-25 04:00:00,804.25,615.5,1143.75,64.0,662.25,21.749999523163,50.224999427795,1.291717742290461
2004-06-25 05:00:00,811.25,650.75,1097.0,46.0,579.25,21.875000476837,50.699999809265,1.313809273536489
2004-06-25 06:00:00,1028.0,933.5,817.5,88.0,986.75,20.050000190735,56.97500038147,1.3215755639827604
2004-06-25 07:00:00,1138.25,1141.0,671.0,104.0,1196.75,21.5,51.824999809265,1.3128809584097367
2004-06-25 08:00:00,1203.25,1185.25,649.25,125.0,1327.5,22.875,48.749999046326,1.341567540335743
2004-06-25 09:00:00,1193.25,1136.0,666.75,151.0,1370.0,25.699999809265,41.025001525879,1.3350966791065233
2004-06-25 10:00:00,1048.5,898.0,857.5,113.0,921.0,29.924999713898,33.175000190735,1.3792952564725012
2004-06-25 11:00:00,1090.25,942.25,827.5,102.0,876.0,32.900000095367,28.025000095367,1.3789134136969774
2004-06-25 12:00:00,1069.75,976.0,808.25,108.0,818.75,33.97500038147,25.574999809265,1.3362535766518093
2004-06-25 13:00:00,1014.25,970.0,826.25,93.0,763.0,34.724999427795,22.574999809265,1.2296731879309153
2004-06-25 14:00:00,971.5,912.0,882.0,89.0,675.0,35.525000572205,20.349999904633,1.1585748535935616
2004-06-25 15:00:00,951.0,879.75,919.75,84.0,636.75,35.89999961853,18.775000095367,1.0911998766756168
2004-06-25 16:00:00,1032.75,1037.5,801.5,111.0,825.75,36.175000190735,18.550000190735,1.0945322994661115
2004-06-25 17:00:00,982.75,1093.5,817.0,115.0,854.25,35.35000038147,15.275000095367,0.8612910145369455
2004-06-25 18:00:00,973.0,1128.25,813.25,127.0,894.25,32.925000190735,15.524999856949,0.7649474786304672
2004-06-25 19:00:00,1082.75,1237.0,736.5,129.0,1077.25,29.925000190735,19.75,0.8211328380198555
2004-06-25 20:00:00,1061.75,1175.5,763.25,140.0,1120.5,28.099999904633,22.424999713898,0.8394463750719886
2004-06-25 21:00:00,1010.5,1121.75,807.75,137.0,1070.5,26.125,24.675000667572,0.823300540490048
2004-06-25 22:00:00,1054.25,1109.5,764.5,130.0,1167.0,24.950000286102,28.724999904633,0.8943848256932374
2004-06-25 23:00:00,1012.75,1038.0,792.75,121.0,1162.0,24.25,31.02499961853,0.9267636624643827
2004-06-26 00:00:00,869.75,822.5,975.0,79.0,847.75,24.000000476837,31.22500038147,0.9189840527748002
2004-06-26 01:00:00,857.25,769.0,1005.75,69.0,758.75,22.424999713898,34.949999809265,0.9361724749798213
2004-06-26 02:00:00,834.75,739.0,1035.5,61.0,694.0,21.22500038147,37.550000190735,0.9355463153383853
2004-06-26 03:00:00,844.25,758.5,1005.0,,848.0,19.474999904633,42.25,0.9461280396523573
2004-06-26 04:00:00,763.0,622.25,1128.5,58.0,688.5,21.199999809265,39.400000572205,0.9801522820106382
2004-06-26 05:00:00,768.5,606.0,1170.5,58.0,609.5,19.5,42.424999237061,0.9515044791717054
2004-06-26 06:00:00,890.75,790.25,959.75,70.0,816.25,18.625,45.75,0.9723205918095935
2004-06-26 07:00:00,1037.0,992.75,778.75,104.0,1157.5,19.724999904633,44.14999961853,1.0039375489429319
2004-06-26 08:00:00,1089.75,1064.75,728.25,109.0,1227.75,21.949999809265,39.35000038147,1.0243155109997162
2004-06-26 09:00:00,1117.25,1117.75,715.75,129.0,1322.75,24.500000476837,34.325000762939,1.0406594657719923
2004-06-26 10:00:00,1109.25,1073.5,761.0,144.0,1274.25,29.97500038147,25.599999904633,1.0674007061712287
2004-06-26 11:00:00,961.0,938.5,911.5,101.0,846.25,34.52499961853,18.874999523163,1.0167960910825615
2004-06-26 12:00:00,985.0,919.0,917.75,90.0,736.5,36.324999809265,17.5,1.04110882195966
2004-06-26 13:00:00,959.5,909.0,910.25,86.0,675.25,37.675000190735,15.975000143051,1.023067971360176
2004-06-26 14:00:00,927.25,806.25,1012.75,69.0,558.5,38.325000762939,15.775000095367,1.0465116701583004
2004-06-26 15:00:00,957.5,794.75,1001.75,65.0,604.0,38.35000038147,17.474999904633,1.160859043477579
2004-06-26 16:00:00,1018.75,842.25,935.25,73.0,728.75,37.249999046326,20.474999904633,1.2812731481125128
2004-06-26 17:00:00,1010.0,815.75,955.0,73.0,740.75,33.974999427795,26.375000476837,1.3780522820363301
2004-06-26 18:00:00,1030.25,843.75,916.5,78.0,746.5,32.299999713898,30.374999523163,1.4450086900819865
2004-06-26 19:00:00,1099.5,946.0,827.0,98.0,932.0,30.500000476837,33.89999961853,1.4564483720307886
2004-06-26 20:00:00,1079.0,909.25,860.5,99.0,928.25,29.224999427795,37.799999237061,1.5097958019763653
2004-06-26 21:00:00,1035.75,858.5,899.5,83.0,859.75,28.375,39.124999046326,1.4880560023725644
2004-06-26 22:00:00,1085.0,959.0,826.75,88.0,963.25,27.674999713898,40.60000038147,1.482829552588806
2004-06-26 23:00:00,1214.25,1150.75,682.5,117.0,1308.75,27.174999713898,42.474999427795,1.5068744976730502
2004-06-27 00:00:00,1127.0,1040.75,728.0,97.0,1266.0,26.5,44.800000190735,1.527973632739152
2004-06-27 01:00:00,1038.0,950.25,775.75,75.0,1181.0,25.5,47.625,1.5317525342404046
2004-06-27 02:00:00,947.5,829.25,873.0,53.0,936.5,25.150000095367,47.849999427795,1.507563772742708
2004-06-27 03:00:00,953.0,844.0,848.0,,995.25,23.174999713898,53.699999809265,1.504568254362473
2004-06-27 04:00:00,868.75,723.25,975.25,45.0,788.75,23.199999809265,52.27499961853,1.4668338094781534
2004-06-27 05:00:00,808.75,628.0,1127.25,42.0,681.75,23.999999523163,50.324999809265,1.481116704325216
2004-06-27 06:00:00,832.5,640.5,1087.75,44.0,717.0,23.5,51.224999427795,1.4633608417654373
2004-06-27 07:00:00,856.75,660.75,1083.25,50.0,696.0,23.52499961853,50.75,1.4519556206522506
2004-06-27 08:00:00,966.0,819.75,912.75,60.0,806.75,24.675000190735,47.64999961853,1.4596984319466966
2004-06-27 09:00:00,1062.5,893.75,822.5,100.0,1025.25,27.199999332428,41.125,1.461105837252072
2004-06-27 10:00:00,1110.0,996.33333333333,781.66666666667,111.0,1090.0,30.96666653951,32.39999961853,1.4294376816597658
2004-06-27 11:00:00,1055.25,941.0,844.25,110.0,931.5,35.199999809265,24.77499961853,1.3854353821966343
2004-06-27 12:00:00,939.25,827.5,991.25,74.0,639.0,37.849999427795,18.525000095367,1.1977062891301697
2004-06-27 13:00:00,816.25,683.5,1194.75,56.0,466.75,39.0,15.149999856949,1.0423648391019384
2004-06-27 14:00:00,840.75,712.25,1174.5,50.0,476.25,41.25,12.799999952316,0.9933462642095874
2004-06-27 15:00:00,841.75,721.75,1163.0,54.0,489.75,41.77499961853,11.875,0.9475808065375783
2004-06-27 16:00:00,990.0,851.75,967.0,90.0,668.75,42.199999809265,14.225000143051,1.1608982070383471
2004-06-27 17:00:00,1042.0,893.5,915.75,109.0,800.25,41.375,15.475000143051,1.2089380748216538
2004-06-27 18:00:00,1089.25,893.25,879.25,110.0,790.75,38.85000038147,21.400000095367,1.460523376696196
2004-06-27 19:00:00,1101.75,990.0,799.0,103.0,849.0,34.324999809265,26.025000095367,1.386488787093095
2004-06-27 20:00:00,1095.0,996.0,799.0,120.0,934.0,32.650000095367,27.699999809265,1.3439381932044197
2004-06-27 21:00:00,1116.0,1074.5,760.75,134.0,1080.5,30.47500038147,30.375,1.3031466238632339
2004-06-27 22:00:00,1105.0,1046.0,776.5,137.0,1102.25,29.02499961853,33.625,1.3276902948040439
2004-06-27 23:00:00,1017.75,950.0,830.0,99.0,914.0,28.224999904633,36.550000190735,1.378122526877579
2004-06-28 00:00:00,990.75,895.75,857.25,78.0,926.0,27.200000286102,38.89999961853,1.3820551894715944
2004-06-28 01:00:00,922.5,765.0,952.0,63.0,786.0,26.650000095367,39.974999427795,1.375416645649366
2004-06-28 02:00:00,873.75,679.25,1049.0,41.0,618.75,25.950000286102,41.175000190735,1.3598037536953902
2004-06-28 03:00:00,846.0,662.0,1067.5,,632.5,22.750000476837,50.074999809265,1.367742554227769
2004-06-28 04:00:00,837.75,632.25,1079.0,39.0,634.0,24.0,46.550000190735,1.370014606763304
2004-06-28 05:00:00,827.0,656.0,1074.5,60.0,722.25,24.049999237061,46.375,1.3689280500481196
2004-06-28 06:00:00,900.5,762.75,983.5,54.0,716.5,23.699999809265,47.050000190735,1.3602186998901604
2004-06-28 07:00:00,1290.75,1316.25,602.5,119.0,1444.75,23.64999961853,47.300001144409,1.3633771165275461
2004-06-28 08:00:00,1441.0,1605.75,503.0,159.0,1786.0,25.525000095367,43.125000953674,1.3890629427960577
2004-06-28 09:00:00,1362.5,1409.75,564.75,182.0,1791.0,28.52499961853,36.825000762939,1.4127601330781547
2004-06-28 10:00:00,1218.25,1198.25,671.25,183.0,1413.25,32.625000476837,28.000000476837,1.3565876084925224
2004-06-28 11:00:00,1132.0,1091.25,751.25,144.0,1091.75,36.300000190735,23.400000095367,1.3902042640824843
2004-06-28 12:00:00,1102.75,1059.5,770.0,118.0,940.25,37.52499961853,21.52499961853,1.367301622897841
2004-06-28 13:00:00,1080.75,1053.25,770.25,106.0,882.5,39.550000190735,18.97500038147,1.3447416772428622
2004-06-28 14:00:00,1078.75,1017.75,793.0,97.0,850.25,40.050001144409,19.25,1.4012977092440895
2004-06-28 15:00:00,1166.75,1086.75,741.0,129.0,928.25,40.425000190735,20.0,1.4853787707681407
2004-06-28 16:00:00,1147.75,1036.75,771.5,130.0,834.5,39.875,20.099999904633,1.4495227478773642
2004-06-28 17:00:00,1220.5,1229.5,669.75,163.0,1156.75,39.125,19.550000190735,1.3541859660112672
2004-06-28 18:00:00,1255.25,1283.25,640.25,160.0,1232.0,37.0,21.875,1.350341933179104
2004-06-28 19:00:00,1244.5,1286.75,634.75,140.0,1288.25,33.875,26.75,1.3898838467613075
2004-06-28 20:00:00,1162.0,1150.5,686.75,115.0,1143.25,31.875,30.575000286102,1.4200962876851868
2004-06-28 21:00:00,1078.5,1019.5,753.75,92.0,1014.25,29.675000190735,33.85000038147,1.3873717996767536
2004-06-28 22:00:00,1090.5,1038.0,744.0,99.0,1088.25,28.60000038147,36.75,1.41599590107794
2004-06-28 23:00:00,1085.0,1038.75,744.75,96.0,1091.5,27.75,38.675000190735,1.4186822380859072
2004-06-29 00:00:00,1050.0,965.5,779.75,80.0,1089.75,27.75,40.049999237061,1.4691201621915952
2004-06-29 01:00:00,941.0,813.5,873.0,65.0,978.75,27.525000095367,41.324999809265,1.4962219672880737
2004-06-29 02:00:00,890.75,705.0,980.25,46.0,806.25,27.324999809265,41.64999961853,1.4905603563995775
2004-06-29 03:00:00,842.0,623.75,1079.5,,712.0,25.999999523163,44.249999046326,1.4656500693344516
2004-06-29 04:00:00,849.5,638.75,1047.75,57.0,852.5,24.849999427795,48.0,1.485724658430779
2004-06-29 05:00:00,862.5,652.25,1055.25,54.0,815.75,25.925000667572,45.14999961853,1.4888913824332268
2004-06-29 06:00:00,955.75,783.75,927.5,62.0,933.75,25.27499961853,47.599999427795,1.5107863658143215
2004-06-29 07:00:00,1384.25,1390.5,552.0,102.0,1547.75,24.724999904633,49.474999427795,1.5200973116748437
2004-06-29 08:00:00,1501.5,1631.25,458.75,140.0,1858.0,27.10000038147,43.10000038147,1.5223837533710134
2004-06-29 09:00:00,1218.5,1163.25,641.75,121.0,1409.5,28.299999713898,39.75,1.505290385260899
2004-06-29 10:00:00,1236.75,1156.5,663.0,132.0,1333.75,32.449999809265,32.27499961853,1.5484069591344458
2004-06-29 11:00:00,1180.75,1077.5,706.0,122.0,1139.75,35.39999961853,27.825000286102,1.5732645765777893
2004-06-29 12:00:00,1251.25,1154.25,681.5,148.0,1110.5,35.549999237061,27.424999713898,1.563524211190195
2004-06-29 13:00:00,1213.75,1170.0,681.25,133.0,1053.5,37.825000762939,24.35000038147,1.5721776290645857
2004-06-29 14:00:00,1165.75,1061.5,726.0,130.0,924.25,37.199998855591,25.500000476837,1.5913816086960524
2004-06-29 15:00:00,1225.75,1156.75,682.5,141.0,1040.5,37.22500038147,25.625,1.6013635421628067
2004-06-29 16:00:00,1265.25,1229.0,635.75,172.0,1281.5,37.999999046326,25.025000095367,1.6311774758432847
2004-06-29 17:00:00,1317.25,1338.25,593.0,198.0,1362.25,37.050000190735,26.875000476837,1.6635251496875874
2004-06-29 18:00:00,1371.5,1381.75,567.75,181.0,1440.5,36.949999809265,27.77499961853,1.7098742581278725
2004-06-29 19:00:00,1443.0,1443.0,543.25,202.0,1559.0,34.700000762939,31.85000038147,1.7324866046460028
2004-06-29 20:00:00,1200.25,1126.0,663.5,120.0,1197.75,31.925000190735,38.424999237061,1.7897425612320301
2004-06-29 21:00:00,1215.5,1129.5,654.5,115.0,1245.5,30.500000476837,42.300000190735,1.817338262771624
2004-06-29 22:00:00,1160.25,1070.0,686.75,112.0,1192.0,29.299999713898,45.77499961853,1.8362214370915129
2004-06-29 23:00:00,1193.5,1105.5,667.25,97.0,1194.25,28.249999523163,48.050000190735,1.8143518293833418
2004-06-30 00:00:00,1198.5,1087.0,658.25,100.0,1251.75,27.349999427795,51.025000572205,1.8287275820393667
2004-06-30 01:00:00,964.66666666667,818.33333333333,844.0,47.0,776.66666666667,26.766666412354,52.366667429606,1.8140942719681052
2004-06-30 02:00:00,961.25,800.75,850.0,44.0,797.75,25.97500038147,54.85000038147,1.8140803825454705
2004-06-30 03:00:00,901.25,696.5,951.75,,799.5,26.849999904633,51.875,1.8058233841328113
2004-06-30 04:00:00,863.5,628.75,1052.0,42.0,727.75,26.875,51.77499961853,1.8049730160644353
2004-06-30 05:00:00,951.5,742.0,892.0,57.0,953.0,24.575000286102,59.14999961853,1.801287237080634
2004-06-30 06:00:00,1008.75,875.0,797.25,61.0,1060.0,26.375000476837,53.125,1.7987076496622714
2004-06-30 07:00:00,1224.75,1154.5,642.75,106.0,1338.25,27.25,46.425000190735,1.6542133698826151
2004-06-30 08:00:00,1245.0,1202.25,628.0,136.0,1621.5,28.449999332428,40.425000190735,1.5441724070923049
2004-06-30 09:00:00,1265.25,1209.0,637.75,157.0,1811.75,30.77499961853,37.050000190735,1.616885626011347
2004-06-30 10:00:00,1276.25,1240.75,641.5,171.0,1784.25,34.224999427795,30.675000190735,1.625163957799352
2004-06-30 11:00:00,1232.25,1182.5,675.25,190.0,1508.5,36.974999427795,26.525000095367,1.6351527654549858
2004-06-30 12:00:00,1192.75,1097.0,698.0,155.0,1138.5,36.599999427795,27.75,1.675958803596108
2004-06-30 13:00:00,1161.75,1117.0,700.0,139.0,1044.0,36.875,26.875000476837,1.6477052170935507
2004-06-30 14:00:00,1126.0,1097.0,722.5,152.0,1015.25,39.275000572205,22.224999904633,1.5519564678007758
2004-06-30 15:00:00,1089.0,993.25,800.5,143.0,824.5,38.499999046326,22.424999713898,1.501821805242494
2004-06-30 16:00:00,1134.0,1072.5,746.5,168.0,1022.25,39.724999427795,20.39999961853,1.4593731531498988
2004-06-30 17:00:00,1388.25,1417.5,567.5,226.0,1913.25,38.774998664856,24.175000190735,1.6432502902095205
2004-06-30 18:00:00,1505.5,1499.0,505.75,207.0,2042.5,33.549999237061,38.000000953674,1.93895286603443
2004-06-30 19:00:00,1351.75,1385.0,562.5,197.0,1661.25,34.02499961853,32.925000667572,1.7250738039485893
2004-06-30 20:00:00,1216.5,1226.75,641.0,158.0,1403.75,31.900000572205,33.674999237061,1.5662881668473148
2004-06-30 21:00:00,1148.5,1132.25,687.75,124.0,1233.0,30.200000286102,37.574999809265,1.5869630940085628
2004-06-30 22:00:00,1156.0,1128.75,688.25,110.0,1180.5,28.924999713898,41.0,1.609607166207107
2004-06-30 23:00:00,1179.75,1121.5,678.25,112.0,1271.75,27.77499961853,45.200000762939,1.6604388957214293
2004-07-01 00:00:00,1109.0,1079.75,696.0,102.0,1189.5,27.074999809265,47.35000038147,1.670068729658921
2004-07-01 01:00:00,1031.5,974.25,763.0,77.0,982.25,26.200000286102,49.400000572205,1.6555314080764358
2004-07-01 02:00:00,893.0,766.75,917.5,50.0,805.25,26.875,49.324999809265,1.719561454931296
2004-07-01 03:00:00,848.25,641.5,1079.0,,654.25,26.25,50.75,1.7057634403871536
2004-07-01 04:00:00,850.25,664.25,1038.25,40.0,726.75,24.85000038147,54.625,1.690785709241571
2004-07-01 05:00:00,937.75,782.25,878.5,66.0,1000.75,23.425000190735,58.550000190735,1.6651455559224697
2004-07-01 06:00:00,947.75,828.25,858.25,60.0,993.5,24.375,55.175000190735,1.6604329335481895
2004-07-01 07:00:00,1225.0,1213.5,625.25,85.0,1322.0,25.099999904633,54.300000190735,1.7057362678854995
2004-07-01 08:00:00,1379.5,1359.25,537.75,120.0,1617.0,26.599999904633,51.200000762939,1.756494826496345
2004-07-01 09:00:00,1275.5,1137.5,628.0,134.0,1429.75,28.199999809265,47.14999961853,1.7752289048902203
2004-07-01 10:00:00,1246.0,1093.0,667.0,149.0,1356.75,31.575000762939,39.35000038147,1.79694756499122
2004-07-01 11:00:00,1140.5,995.75,767.0,125.0,994.0,34.199999809265,31.824999332428,1.683749670976289
2004-07-01 12:00:00,1199.0,1123.75,679.75,132.0,1054.0,36.599999427795,27.074999332428,1.6351921977852775
2004-07-01 13:00:00,1156.25,1055.5,709.5,114.0,944.75,37.574999809265,26.925000190735,1.714976154203039
2004-07-01 14:00:00,1157.5,983.0,750.75,110.0,807.75,38.075000762939,26.300000190735,1.7212706146971641
2004-07-01 15:00:00,1162.75,1038.5,723.25,121.0,887.75,37.849999427795,26.900000095367,1.7391794399979967
2004-07-01 16:00:00,1077.75,1009.0,766.5,127.0,786.5,37.800000190735,22.724999427795,1.4652674761110829
2004-07-01 17:00:00,1243.75,1218.75,651.0,157.0,1077.0,36.89999961853,24.650000095367,1.513355902782849
2004-07-01 18:00:00,1236.0,1239.0,637.0,169.0,1106.0,34.474999427795,28.499999523163,1.5310417352625079
2004-07-01 19:00:00,1363.5,1375.5,579.5,179.0,1356.0,32.52499961853,30.874999523163,1.4874994639084296
2004-07-01 20:00:00,1192.5,1196.25,675.25,149.0,1151.75,30.925000190735,30.400000095367,1.338031229507248
2004-07-01 21:00:00,1078.0,984.5,777.5,111.0,924.75,28.699999809265,34.724999427795,1.3457076525896876
2004-07-01 22:00:00,1140.25,1035.25,725.75,112.0,1059.0,27.675000190735,39.349999427795,1.437175938722985
2004-07-01 23:00:00,1238.75,1126.75,648.25,120.0,1201.25,26.800000190735,45.075000762939,1.5645365294262075
2004-07-02 00:00:00,1171.25,1092.5,668.75,105.0,1205.25,26.124999523163,45.300000190735,1.5114696084920154
2004-07-02 01:00:00,1065.25,977.0,735.5,90.0,1102.75,25.874999523163,46.14999961853,1.5174062810694111
2004-07-02 02:00:00,1023.75,882.0,790.75,87.0,1072.0,25.299999713898,47.60000038147,1.513014949388381
2004-07-02 03:00:00,872.75,679.0,1010.25,,713.25,26.625,43.0,1.4773379942343094
2004-07-02 04:00:00,874.0,668.0,1043.0,54.0,736.5,25.325000286102,47.199999809265,1.5025132766436557
2004-07-02 05:00:00,886.5,646.75,1046.25,61.0,740.25,25.14999961853,47.974999427795,1.5115019846254514
2004-07-02 06:00:00,992.5,794.5,887.75,63.0,769.75,24.824999809265,50.64999961853,1.565432922679349
2004-07-02 07:00:00,1299.25,1224.5,619.5,102.0,1327.0,25.675000190735,49.700000762939,1.6150355158395748
2004-07-02 08:00:00,1529.0,1526.25,476.0,149.0,1763.0,27.425000190735,45.549999237061,1.6396384187669641
2004-07-02 09:00:00,1320.0,1209.75,594.5,147.0,1476.5,29.349999904633,39.974999427795,1.6081683440341321
2004-07-02 10:00:00,1225.75,1168.25,650.0,158.0,1310.5,33.625,28.675000190735,1.469281368307788
2004-07-02 11:00:00,1104.75,979.5,777.25,112.0,979.5,34.625,27.675000667572,1.4991423316813908
2004-07-02 12:00:00,1159.5,1039.5,720.25,108.0,961.0,35.625,27.175000190735,1.5556860040984102
2004-07-02 13:00:00,1124.5,1051.0,729.5,120.0,922.5,36.949999809265,23.25,1.4313079044995163
2004-07-02 14:00:00,1099.25,1014.75,763.0,117.0,838.75,38.775000572205,20.650000095367,1.4036451654528568
2004-07-02 15:00:00,1123.75,1021.25,745.25,119.0,827.25,38.14999961853,22.625,1.4867821791498916
2004-07-02 16:00:00,1105.0,995.33333333333,777.66666666667,149.0,821.33333333333,37.06666692098,22.96666653951,1.422898220351392
2004-07-02 17:00:00,1034.75,1042.5,804.25,174.0,748.75,34.800000190735,19.275000095367,1.05429071129746
2004-07-02 18:00:00,1064.75,1110.0,756.5,163.0,870.5,33.574998855591,20.724999904633,1.0589713994899044
2004-07-02 19:00:00,1050.5,1220.0,739.0,161.0,1076.75,31.375000476837,18.549999713898,0.8375666658889864
2004-07-02 20:00:00,1073.25,1123.75,751.75,154.0,1175.0,29.474999904633,23.75,0.9623226090626551
2004-07-02 21:00:00,1007.75,1004.25,816.5,124.0,1124.5,27.375000476837,27.124999523163,0.9735698133277453
2004-07-02 22:00:00,1089.75,1073.25,745.25,122.0,1124.25,26.075000286102,31.074999809265,1.0338059170348552
2004-07-02 23:00:00,1047.75,982.75,780.25,119.0,1063.75,25.5,34.0,1.0935346176204463
2004-07-03 00:00:00,1130.5,1086.75,704.75,131.0,1239.75,24.0,37.800000190735,1.1124930651937974
2004-07-03 01:00:00,952.75,874.0,854.25,84.0,898.5,24.224999904633,37.27499961853,1.1118089756074467
2004-07-03 02:00:00,896.5,745.25,967.5,77.0,807.0,23.449999809265,40.625000953674,1.1570892058925288
2004-07-03 03:00:00,899.5,749.5,932.0,,817.0,21.75,46.625,1.1991307546949312
2004-07-03 04:00:00,827.75,638.5,1077.25,41.0,573.0,22.574999809265,43.02499961853,1.1629024363357061
2004-07-03 05:00:00,892.25,739.0,964.25,68.0,768.0,20.174999713898,50.674999237061,1.1844484816426706
2004-07-03 06:00:00,914.25,808.5,912.25,69.0,807.25,20.500000476837,49.324999809265,1.1759659208172852
